groupA,groupB,Df,SumsOfSqs,F.Model,R2,p.value,p.adjusted,sig,Metric,WindowGroup,Factor
4PEN , 4HOL,1,1.152218422331515,5.579264838871522,0.23661742115359946,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 5EPS,1,0.8753187215659753,5.616644532089491,0.19627194676130613,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 5FOX,1,1.045035686224569,4.2617206610294485,0.14564149218692998,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 5HOL,1,1.0577508575170693,4.439507898740954,0.10219977420300447,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 5PEN,1,0.39965619639779837,1.892374702877795,0.05753232230788824,0.01,0.01141304347826087,.,Unweighted-UniFrac,windows456,WindowSite
4PEN , 6EPS,1,0.9759762210544924,5.081788359023475,0.2810445658428181,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 6FOX,1,1.1878289389252215,5.575984488823811,0.3001716809237533,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 6HOL,1,1.9366397690795139,6.795682462222092,0.1421819317590753,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 6HOP,1,1.7725319200647005,7.428996974817591,0.22908500625494224,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
4PEN , 6PEN,1,1.2061056209996706,5.996640731626746,0.31566848140909354,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 4EPS,1,0.3286251392281818,1.7500708625649093,0.06087187996616919,0.056,0.05821782178217822,,Unweighted-UniFrac,windows456,WindowSite
5CNA , 4FOX,1,0.6104367443411185,2.7572524519087436,0.13283320893730322,0.005,0.005965909090909091,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 4HOL,1,1.278527453759219,5.881569775885254,0.21094830108784687,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 4MAP,1,0.6574936359146577,3.2601611319268966,0.06486571189792577,0.008,0.009385474860335195,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 4PEN,1,0.9027423810478147,4.785834336814429,0.193087481816419,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 5EPS,1,0.529627155777894,3.07564380835344,0.10226360665633322,0.003,0.003795180722891566,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 5FOX,1,0.42938599732474253,1.730584618676855,0.05631473140361517,0.091,0.09276699029126213,,Unweighted-UniFrac,windows456,WindowSite
5CNA , 5HOL,1,1.9011439015398837,7.893064761130561,0.1550911661181558,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 5MAP,1,0.2562273582062545,1.148968497827202,0.03810971171070103,0.238,0.2391387559808612,,Unweighted-UniFrac,windows456,WindowSite
5CNA , 5PEN,1,0.8385251962746315,3.855547843579431,0.09922773085327967,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6CNA,1,0.7363232427643445,3.420273278053572,0.14603899952177785,0.003,0.003795180722891566,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6EPS,1,0.6676384442815323,3.186635803622382,0.15785868604468295,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6FOX,1,0.8954825174240948,3.9702252930549227,0.1893267829778544,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6HOL,1,2.5499488250318314,9.000367661180002,0.16667234041167875,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6HOP,1,1.188806454258402,4.904096626594498,0.1446461376218385,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6MAP,1,0.4602467080624257,1.888920154724367,0.0758940180201356,0.063,0.06485294117647059,,Unweighted-UniFrac,windows456,WindowSite
5CNA , 6PEN,1,1.0910628108403329,5.040648422650985,0.2286978280308103,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 4FOX,1,0.7744957148184348,4.283578116308255,0.1694213570802025,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 4HOL,1,1.5729557682931894,8.559512297169203,0.2550547284887454,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 5FOX,1,0.9565850084993816,4.368458240283517,0.1201166739437086,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 5HOL,1,2.635336266771078,11.921155644854535,0.20581695085556465,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 6EPS,1,1.176845587267991,6.9768987906302025,0.2586249384993603,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 6FOX,1,1.5476249705105432,8.489003664773998,0.29797474719238626,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 6HOL,1,3.523050468386619,13.462741797217866,0.21903906990734445,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5EPS , 6HOP,1,2.3552967724132547,11.016095777491387,0.25609241327883764,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5FOX , 6FOX,1,0.640705491716437,2.2763552322331706,0.09376841006226164,0.015,0.016755319148936167,.,Unweighted-UniFrac,windows456,WindowSite
5HOL , 4FOX,1,0.857566389302924,3.338378611872457,0.08275936531791836,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOL , 5FOX,1,1.4351769723694265,5.417937410991496,0.10142543260902243,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOL , 6FOX,1,0.9301994681148176,3.5800360585738096,0.0904505507088416,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOL , 6HOL,1,1.6003894305938915,5.606565048713364,0.08054649794584279,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOL , 6HOP,1,2.2963905280216044,8.783399119976483,0.15468251735719835,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4CNA,1,1.4808198916265005,7.22127190072052,0.1889333227705693,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4EPS,1,1.2819343576538547,5.53445065910253,0.14744989101792977,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4FOX,1,0.5712153413326304,2.076436028618735,0.08280427195670795,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4HOL,1,1.189274003307074,4.5070907982253,0.14305004632414908,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4MAP,1,1.7511404354069888,7.7032965600618235,0.1290263185436045,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 4PEN,1,1.1109633389887987,4.542220746878518,0.15375353077877388,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5CNA,1,0.7642932695377337,3.0871269146098492,0.0962107614940191,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5EPS,1,1.307377819656639,5.983850598387915,0.15753670320728033,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5FOX,1,0.5594161927103254,1.9942580916104617,0.055404895040058716,0.018,0.019790575916230364,.,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5HOL,1,1.6218203465066838,6.130110898678277,0.11324770625637048,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5MAP,1,0.6428220274734815,2.481015681630692,0.06800840479011004,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 5PEN,1,1.1823963855787922,4.751405936379722,0.10617333326095943,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6CNA,1,0.8361757393999932,3.1445920465262893,0.11172988549018271,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6EPS,1,0.5835547413673567,2.174569036596326,0.08995275296549798,0.003,0.003795180722891566,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6FOX,1,0.7531728222453291,2.682747163061435,0.10868916435186181,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6HOL,1,1.8411213730778178,6.09993817243322,0.1087334205910168,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6HOP,1,0.6703357602456073,2.4318614066416884,0.06675095130325538,0.004,0.004855491329479769,*,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6MAP,1,0.4091476827109996,1.4417167244577573,0.04896850064657058,0.08,0.08195121951219513,,Unweighted-UniFrac,windows456,WindowSite
5HOP , 6PEN,1,0.7051591816050992,2.5762288553389077,0.10482604432531768,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 4EPS,1,0.42658273910833955,2.0375221964474304,0.05986106111625513,0.022,0.023814432989690718,.,Unweighted-UniFrac,windows456,WindowSite
5MAP , 4FOX,1,0.6046343382353525,2.4768194788885336,0.09721855119870672,0.005,0.005965909090909091,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 4HOL,1,1.1719996489580955,4.935158932495934,0.15453685209232246,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 4PEN,1,1.0108171401264223,4.677820234308592,0.1576200744319109,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 5EPS,1,0.5719532931584245,2.914861171912967,0.08348482778037818,0.003,0.003795180722891566,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 5FOX,1,0.3785889788236229,1.458588305923281,0.04113497958066274,0.138,0.14,,Unweighted-UniFrac,windows456,WindowSite
5MAP , 5HOL,1,1.9704061580170147,7.89036257350252,0.141175727087577,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 5PEN,1,0.9419652687686834,4.077062336208968,0.092498504213147,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6EPS,1,0.7288469256834965,3.0887364251832445,0.12311247457177128,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6FOX,1,0.9625778009858953,3.875705848633839,0.14978164736087635,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6HOL,1,2.622824221741183,9.120428260355423,0.15426864332224974,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6HOP,1,1.3505662702142793,5.302738166149766,0.1349203239665589,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6MAP,1,0.345527368123701,1.337456021048838,0.04558868431159297,0.153,0.15447115384615384,,Unweighted-UniFrac,windows456,WindowSite
5MAP , 6PEN,1,1.1260616258204226,4.666013794828236,0.17497980128297955,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 4EPS,1,0.9435559297095147,4.570773644830304,0.10736881793515086,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 4FOX,1,0.5427995585244989,2.328751037009493,0.07433271228267213,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 4HOL,1,1.154345620071816,5.040976830999901,0.13251438976961202,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 5EPS,1,0.793763650143342,4.062998170173745,0.09659316612991123,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 5FOX,1,1.0109737386560225,4.056148664635748,0.09206770876664608,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 5HOL,1,1.4590656800637172,6.000036113785585,0.10000054170645774,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 6EPS,1,0.9961021848757657,4.401879615491381,0.1358526007666184,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 6FOX,1,1.2328689034792653,5.223417120919875,0.15722094755963054,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 6HOL,1,2.9388524561783416,10.601617149512009,0.15917957556064669,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 6HOP,1,2.2143226845054085,9.034053438477537,0.18424039631584732,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
5PEN , 6PEN,1,1.1885217720528942,5.156180693248634,0.155511901112861,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 4EPS,1,1.3135430657951856,6.657321631665293,0.22447480977369286,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 4FOX,1,0.7337094364707744,2.974655613500671,0.1752409993599399,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 4HOL,1,1.221382991996928,5.172425594765433,0.2232146813294274,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 4MAP,1,1.4930832025408285,7.176031729012306,0.14301712354951035,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 4PEN,1,1.149368472520077,5.6747835744604815,0.26181500520942275,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 5EPS,1,1.4240352854843854,7.9545671737595915,0.2569755580527947,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 5FOX,1,0.8623422740726818,3.23534839196423,0.11458503529161372,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 5HOL,1,1.5528055512256589,6.16370513120781,0.13647474478237023,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 5MAP,1,0.8446900710307254,3.5579320021724667,0.12458647222431256,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 5PEN,1,1.2575477072480348,5.506164120437658,0.1508283396270352,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6EPS,1,0.40971489358568985,1.7579816280798295,0.11912073563873664,0.016,0.017684210526315792,.,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6FOX,1,0.5093088578362154,2.0049003791839453,0.13361637388578143,0.019,0.02078125,.,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6HOL,1,1.7514803077969536,5.877788879221373,0.12538536948415477,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6HOP,1,0.6791394768697648,2.612883018365122,0.09462550566079293,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6MAP,1,0.4891589025782547,1.8323586907241651,0.08795733204901289,0.029,0.03091370558375635,.,Unweighted-UniFrac,windows456,WindowSite
6CNA , 6PEN,1,0.6199554472323041,2.5603568334058013,0.16454358089713542,0.004,0.004855491329479769,*,Unweighted-UniFrac,windows456,WindowSite
6EPS , 4FOX,1,0.6034266967215923,2.4500438624607925,0.1821588009314148,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
6EPS , 4HOL,1,1.05399855839179,4.508805302604477,0.23111642320826994,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6EPS , 5FOX,1,0.6773709657688172,2.5174668941806573,0.10268054628344132,0.009,0.010384615384615383,.,Unweighted-UniFrac,windows456,WindowSite
6EPS , 5HOL,1,1.1767203911891166,4.664780041253891,0.11471302774837423,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6EPS , 6FOX,1,0.47467022835211037,1.855281993138274,0.1564941259273372,0.025,0.026785714285714288,.,Unweighted-UniFrac,windows456,WindowSite
6EPS , 6HOL,1,1.3418548101532806,4.444249754264856,0.10470793523257627,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6EPS , 6HOP,1,0.44783406466750497,1.7122449012332608,0.07220931246135233,0.03,0.031818181818181815,.,Unweighted-UniFrac,windows456,WindowSite
6HOL , 4FOX,1,1.218617928796533,3.9948864301823535,0.09291538510444694,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6HOL , 5FOX,1,1.8047833836493636,5.97332469131408,0.10671734659779855,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6HOL , 6FOX,1,0.9343836817368552,3.0228657759985937,0.07368733799595233,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6HOL , 6HOP,1,2.1411394853432832,7.165040325747817,0.1253395481734769,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6HOP , 4FOX,1,1.0251171868522988,3.816750646247381,0.14232711101340983,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6HOP , 5FOX,1,1.1315749501483865,4.098285347357415,0.10757138569339002,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
6HOP , 6FOX,1,0.41849754833225083,1.5276947633927058,0.064931765681085,0.047,0.049350000000000005,.,Unweighted-UniFrac,windows456,WindowSite
6MAP , 4EPS,1,0.8560242666367921,3.813330927018298,0.12790690635518592,0.002,0.002658227848101266,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 4FOX,1,0.5560020177735561,1.9892327641378513,0.10475582604341026,0.011,0.012419354838709679,.,Unweighted-UniFrac,windows456,WindowSite
6MAP , 4HOL,1,1.0266592884672006,3.8854611439943785,0.1561337811468307,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 4PEN,1,1.0079596852044068,4.219186865732529,0.18171122400325368,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 5EPS,1,1.0101049468010035,4.849160561652442,0.15718938452024755,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 5FOX,1,0.467115998367107,1.6427315434174847,0.055417684467147975,0.056,0.05821782178217822,,Unweighted-UniFrac,windows456,WindowSite
6MAP , 5HOL,1,1.3999715746666652,5.285945271412776,0.11178681616857622,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 5PEN,1,1.003916964142931,4.07389624352934,0.10699972016186021,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 6EPS,1,0.2502413219882325,0.9250583187505926,0.054656137741384184,0.522,0.522,,Unweighted-UniFrac,windows456,WindowSite
6MAP , 6FOX,1,0.5876217181855011,2.043517827840966,0.11325495656328384,0.009,0.010384615384615383,.,Unweighted-UniFrac,windows456,WindowSite
6MAP , 6HOL,1,1.6899877699567087,5.501691707881712,0.11114148866564345,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6MAP , 6HOP,1,0.5644114069676045,2.0270180042918096,0.06750647047276173,0.011,0.012419354838709679,.,Unweighted-UniFrac,windows456,WindowSite
6MAP , 6PEN,1,0.6877700148886038,2.47498307174471,0.13396402379008956,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 4EPS,1,1.606367450360012,8.212210661390511,0.29108710267179583,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 4FOX,1,0.7828998044297223,3.0460775841479872,0.2168632179268115,0.004,0.004855491329479769,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 4HOL,1,1.204566274227841,4.985151964437595,0.24944278498899486,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 5EPS,1,1.628242054925621,9.326773784671568,0.31802931523093275,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 5FOX,1,0.8976510894368724,3.2709433384511875,0.12943495201757108,0.003,0.003795180722891566,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 5HOL,1,1.14430202605174,4.478081598109177,0.11062978830297031,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 6EPS,1,0.4967162648727568,2.0663478022441693,0.17124881829279426,0.012,0.013475935828877007,.,Unweighted-UniFrac,windows456,WindowSite
6PEN , 6FOX,1,0.5358753326086348,2.002168296552666,0.16681721561326054,0.004,0.004855491329479769,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 6HOL,1,0.9899201067218946,3.245260016328776,0.0786820113400666,0.001,0.0014893617021276596,*,Unweighted-UniFrac,windows456,WindowSite
6PEN , 6HOP,1,0.5042935844971599,1.8893676736815215,0.07908822449758698,0.007,0.008258426966292134,*,Unweighted-UniFrac,windows456,WindowSite
